date,renderedContent,sentiment,location
2021-08-24 15:23:26+00:00,i miss walking to starbucks with my coworkers and talking shit or getting some tea sad wfh person tweet,0,New York
2021-08-16 15:05:26+00:00,such an businesswoman ms lynnsmithtv is happymonday wfh,2,New York
2021-08-14 16:30:53+00:00,sometimes i do screenshots of myself during zoom meetingszoom zoommeeting wfh workfromhome meetings productivity timemanagement screenshots pandemiclife,1,New York
2021-08-08 20:25:50+00:00,not a bad view since i had to work today view wfh bb coworker love manhattan new york,2,New York
2021-08-06 01:55:46+00:00,the worst thing about wfh is simply the missed opportunity to connect with amazing colleagues in person whether they re new hires or seasoned practitioners myteam teampwc bestteam we missed all of you who could not join nycstrong,1,New York
2021-08-05 15:46:25+00:00,youre letting me pin myself so i can fixate on how bad i look during the entire meeting no not yet ill waitmicrosoft microsoftteams teams videocalls zoom wfh workfromhome vanity productivity features tech technology techradartechradarcomnewsmicrosoft,0,New York
2021-08-04 20:37:50+00:00,dear laptop communityim a pc laptop good for gaming so i have an aboveaverage graphics card good for work too but what you like best is im astonishingly light for my sizeif i exist what brand am ithx for recsgamers gaming laptop laptops tech wfh,2,New York
2021-08-03 14:58:27+00:00,having worked liveevents entertainment and being in loud shops i carry earplugs came in handy as panynj path does noisy necessary repair work nyccommute gigeconomy not wfh annettechaparro rajmukherji instagramcompcshcedrsvo,2,New York
2021-08-02 22:57:08+00:00,this is my week to work in the office two weeks ago i did that and was sick for a week odds on me going in this week wfh,0,New York
2021-09-30 15:46:32+00:00,be a part of it nyc open your manhattan office and have the freedom to work from anywhere manhattanvirtualofficecom wfhworkingfromhome virtualoffice startups startup startupidea startupgrind smallbusiness nyc grind manhattan office,2,New York
2021-09-29 16:07:02+00:00,how many times have you commuted to the office got all your work done commuted back home only to say i could have done all of that at home then a virtual office is for you virtualoffice startups startup wfh smallbusiness smallbiz office entrepreneurship,1,New York
2021-09-29 12:53:36+00:00,no dramatic story stuff happens stupidhumanacts metatarsal fracture surgical recovery thanks peeps for help and loveavtweeps broadcast available for wfh hoboken new jersey,1,New York
2021-09-26 16:16:46+00:00,with a virtual office you can work from anywhere get a laptop and go to the beach or stay in your pajamas all day we run the office for you virtualoffice startup entrepreneur smallbusiness newbusiness smallbiz grind wfh wfhlife entrepreneurship startups nyc,1,New York
2021-09-24 20:52:23+00:00,a virtual office allows you to work from anywhere while avoiding the expenses associated with running an office you have an office to use when and how you need it virtualoffice startups smallbiz wfh workfromanywhere nyc fifthavenue fifthave,2,New York
2021-09-20 16:12:52+00:00,when the dogs decide to workfromhome together wfh dogstagram instadog dogsofinstagram bernedoodlesofinstagram dogs dogsofinsta manhattan new york,1,New York
2021-09-16 02:01:17+00:00,my new wfh haunt is poeticacoffee on atlantic aveits just so dreamybrooklynpoeticjustice,2,New York
2021-09-08 03:29:32+00:00,not exactly the back to the office september wed planned forthx jennysurane for including my comments on flexibility for tech employees and how in person working relationships impact culture and retention bloombergcomnewsarticles returntooffice greatresignation wfh,2,New York
2021-09-03 23:56:26+00:00,thegreatresignation remotework this town was paradise then everyone started working from home via vicenews meenasaurus nimby realestate zoomboom eattherich co colorado crestedbutte altitudetraining wfh workfromanywhere workfromhome,2,New York
2021-09-03 17:34:10+00:00,today s wfh means organizing outdoors out of a nice coffee shop nj support local coffee shops and trying to organize the barista for a shift,2,New York
2021-09-01 21:42:41+00:00,when everyone else works from home wfh,1,New York
2021-10-30 01:51:09+00:00,west village series october now available marielagraphics com amp insta wfh photographer photography westvillage newyorkcity loveislove alltraffic selfportrait,2,New York
2021-10-22 17:09:56+00:00,wednesdaywomenwork wfh online creativeentrepreneur vision motivation goalsmindset individual collaboration progressivei have always felt my whole life consists of work and duties work is apart of life,1,New York
2021-10-20 15:03:08+00:00,was out and about in midtown manhattan yesterday and struck by how many buildings are under constructionrefreshwondering if there is no labor shortage in the building trades and wondering if office buildings will ever be full againnyc wfh,1,New York
2021-10-14 14:54:57+00:00,a virtual office gives you the flexibility of working anywhere virtualoffice startup entrepreneur workingfromhome remoteworking wfh officespace smallbiz smallbusinessowner,1,New York
2021-10-12 12:48:10+00:00,day two of an eversobrief return to wfh know what i ve missed making my own hot lunch being judged by my cat and live bird cams in the background,0,New York
2021-10-08 03:22:20+00:00,a day at the office is super exhausting i had nothing to compare it to before wfh tgif superlongweekend,0,New York
2021-10-06 16:11:15+00:00,working remotely with a virtual office is the best way to increase your productivity you can work wherever you want whenever you want virtualoffice startups wfh remotework remoteworking smallbusiness nyc office,2,New York
2021-10-04 21:14:46+00:00,has anyone elses wfh office turned into a dark cave with ethereal pop playing all the time or just mine bonus points if you have colorful lights set up too wfh workfromhome nanoleaf,1,New York
2021-10-03 01:54:26+00:00,stevadoresgottastevadore union portofla chipshortage wfh essentialworkers webuiltthis portauthority stevedore on wikipedia enwikipediaorgwikistevedore,1,New York
2021-11-20 03:30:13+00:00,working from home you mean masturbate at work wfh maw,1,New York
2021-11-16 18:16:43+00:00,new temp zoom background wfh,1,New York
2021-11-16 16:52:51+00:00,if i inadvertently yank the shit out of my headphones at my laptop one more time wfh,0,New York
2021-11-12 19:36:39+00:00,work from home life kevinsavagery thursdaybootswfhbootseason,1,New York
2021-11-12 15:41:51+00:00,favorite wfh perk midday showers,2,New York
2021-11-12 14:11:44+00:00,it is different theregoogles offices will feature modular furniture that can be easily rearranged and privacy robots capable of inflating balloon walls to create temporary rooms wfh futureofwork,1,New York
2021-11-11 13:21:29+00:00,i m used to rolling into my mac at about i m up way to early wfh,1,New York
2021-11-11 11:21:05+00:00,work from home views beforesunrise queens newyork wfh foxweather softfocus,1,New York
2021-11-10 15:56:16+00:00,does anyone use an adjustable height desk for work from home that they love and would recommend wfh,2,New York
2021-11-05 12:59:47+00:00,been tracking this wfh stat since last april and now its at a pandemic low of returntooffice reopening twittercombencasselmans,1,New York
2021-11-03 22:39:55+00:00,and they look back at me with blank eyes and say why are you in zoom this is the meeting you re here right now with us it s unreal what these two years have done to my brain wfh remoteworking,1,New York
2021-11-01 19:09:29+00:00,happy nov blackcoffee coffee monday network wfh arts fallseason photographer contentcreator comingsoon,2,New York
2021-12-23 19:56:28+00:00,today is my last day of work in this room witnessed fascinating projects and interesting conversations looking forward to less wfh and more wow moments in,2,New York
2021-12-23 14:20:48+00:00,be safe mis amigos wfh,2,New York
2021-12-23 12:05:55+00:00,artistic frame model triomphe armchair interior design by alistinteriors seating by artisticframe artisticframe interiors design wfh tbt interiordesign officedesign stark thesefinewalls,1,New York
2021-12-23 01:44:21+00:00,my current work from home setup itll improve over the weeks but i feel productive holly hell its a lot of pinkwfh homeofficeinspo wednesdaymotivation canva wattpad jetsetbook wfhinspo instagramcomjoanieaquapc,2,New York
2021-12-20 14:04:12+00:00,clear as wfh,1,New York
2021-12-17 02:44:00+00:00,came home to maria imitating mariya wfh shenanigans,1,New York
2022-01-28 00:02:40+00:00,why are rightwing pundits getting upset about working from home mrjamesob via lbc wfh officehours distributedlearning digitaldivide workfromhome lbc belfastmethod homeoffice homestudio homeschool distributedwork newnormal,0,New York
2022-01-07 13:52:54+00:00,nycmayorsoffice nycmayor nycdcas snow covid transportation delays no wfh option for employees low employee moralegreat resignation twittercomnwsnewyorknys,1,New York
2022-01-07 10:53:39+00:00,my wfh folks working virtually will still benefit from mindaharts book from workplace bullying to microaggressions the racial trauma toxic teams cause can permeate remote jobs too twittercommindahartssta,1,New York
2022-01-05 22:58:24+00:00,first day of working from home any advice from wfh army i d love to hear your tips tricks and hacks foxweather socialdistance workfromhome foxweather pandemiclife swipe bts manhattan new york,2,New York
2022-01-05 15:26:00+00:00,nycmayor nychealthsystem the thing is businesses should have the freedom to make their own choices if safety means wfh or remote let them do it just openup is not a good policy,0,New York
2022-01-05 14:42:08+00:00,crazy ice storm this morning has me filling in on for marysolcastro as she reports from the icy streets of fairfield county ct my kid s westchester school cancelled because roads too dangerous did you pull the wfh trigger today,0,New York
2022-01-04 13:45:55+00:00,i think nycmayor is wrong if businesses decide to go for wfh they should let them make their own decisions,0,New York
2022-02-18 02:59:27+00:00,wfh is here to stay we no longer need to waste money time and put our health and lives at risk on mta all nycmayor amp kathyhochul care about is forcing people to spend money in manhattan to boost the economy fact nice try politicians not gonna happen,1,New York
2022-02-15 22:44:50+00:00,nycmayor im not gonna work in this shithole city ever again get rid of the crime fix the mass transit jive talkin aint getting you anywhere im happy no one wants to work in nyc wfh,1,New York
2022-02-15 16:55:50+00:00,working lunacat wfh wfhlife felineassistant brooklyn new york,1,New York
2022-02-03 04:37:40+00:00,winter in nyc suck why can t we work months and then take the winter months off to travel and go somewhere warm wfh,0,New York
2022-02-02 01:52:34+00:00,emilysaladino yes what brand the people need to know i got a new sweatsuit from meandem last week and it has drastically improved my life wfh,2,New York
2022-03-25 01:24:22+00:00,reneritchie they gave us that hint when they dropped the current episode of their wfh appleatwork series escape from the office the day after the peekperformance appleevent it s fully virtual amp the discussion will be on how or will play in the m pool as you mentioned wednesday,1,New York
2022-03-24 05:21:54+00:00,hiringnow personal assistant for socialmedia emails and light errands role is hybrid wfh and occasional in person work and meetings must be in the nyc area send resume to gmail dot com,1,New York
2022-03-19 04:41:33+00:00,my very first wfh day what a difference two years makes new place new variants new mayor new health commissioner new world order new reasons to lose my shit nonetheless still the best damn grandma pie in long island city if you don t believe me go fck yourself twittercomrlizaresstatu,1,New York
2022-03-15 22:17:55+00:00,this is workplace harassment catsoftwitter wfh,0,New York
2022-03-14 04:56:31+00:00,if you re up late or early i ll be reporting for abc world news now this monday am nationwide check your local listings as the kids never say abcnews networktv correspondent wfh,1,New York
2022-03-04 14:15:29+00:00,more workers heading back to offices and this upward trend probably continues in march too in february percent of employed persons teleworked because of the coronavirus pandemic down from percent in the prior month returntooffice wfh jobsreport bls jobs twittercomblsgovstatus,1,New York
2020-02-07 17:15:20+00:00,good morning wfh,2,Los Angeles
2020-03-31 23:41:22+00:00,not muting your mic on telecons is the new reply all thanks for including all of us in your lunch order carolwfh wfhprobs,2,Los Angeles
2020-03-31 22:36:43+00:00,alisoneroman my office is having a wfh cooking competition and it s a peer vote suggestions it s based on plating and assumed taste,1,Los Angeles
2020-03-31 18:27:23+00:00,when mom and dad both have conference calls you get to eat this and watch frozen wfh parentinginapandemic screentime snacks,1,Los Angeles
2020-03-31 17:41:57+00:00,we took a little time last week to recalibrate and adjust to our new realities of socialdistancing and wfh and it seems our furry friends need some adjusting time too,1,Los Angeles
2020-03-31 16:50:23+00:00,i wonder if wild life will start to show up and populate cities during this pandemic birds are probably confused right about now where s everyone stayhome wfh,0,Los Angeles
2020-03-31 16:44:05+00:00,attend our free virtual epm conference hosted by interrel come listen to oracleace directors and experts in epm share great content this thursday april wfh keeplearning twittercomarganointerrel,2,Los Angeles
2020-03-31 15:57:25+00:00,working from home this is how i record my voice track for my tv segment tvnews wfh,1,Los Angeles
2020-03-31 14:40:03+00:00,good news this morningwe are wfh til the end of april thank you blue shield for thinking about your employees and their families socialdistancing wfh igotmyownoffice,2,Los Angeles
2020-03-31 06:09:56+00:00,a daily quarantine haiku what a good monday productive and outside time and virtual hangs wfh isolation lalockdown,2,Los Angeles
2020-03-31 06:04:56+00:00,week number of wfh how s everyone holding up,1,Los Angeles
2020-03-31 04:50:01+00:00,kudos to the staff at my local traderjoes for a fantastic shopping experience this evening i found everything but flour so baking will need to wait for now but its all good thank you bewell wfh sherman,2,Los Angeles
2020-03-30 23:26:42+00:00,the perfect solution a place to work earn and learn as seen in today s smdailypress minarc adu wfh sustainability green tinyhome ecofriendly smallspaceliving santa monica california,2,Los Angeles
2020-03-30 22:35:42+00:00,this ain t no vacation but we can still make wfh a little more fun show up for your next video conference in a vintage hawaiian shirt host a luau style dinner for the family add a paper umbrella to your instagramcompbxurbqxy,2,Los Angeles
2020-03-30 21:30:47+00:00,i feel like screaming today i think thats okay roomofmyown quarantinelife canceleverything wfh nyc pandemic holasoledad twittercomprakritigabas,1,Los Angeles
2020-03-30 14:48:26+00:00,monday morning different week same pajamas wfh quarantinelife hustleeveryday comfortably,2,Los Angeles
2020-03-30 02:45:22+00:00,how is your wfh going are your zoommeeting webex facetime skype sessions looking like a hotmess or is your background on point if not i seriously can help in just a few minutes dm me,1,Los Angeles
2020-03-29 20:19:32+00:00,oh virginia i could so use a room of my own today virginia woolf died on this day in soledad solitude roomofmyown wfh newwork newtheater teatrodeurgencia espaciosdeurgencia holasoledad twittercomholdengrabers,0,Los Angeles
2020-03-29 06:08:14+00:00,look at this cute office area i made in my craft room figured may was well get comfy since there is no end in sight wfh,2,Los Angeles
2020-03-28 03:56:33+00:00,another daily quarantine haiku much baking happened salmon and chocolate cookies am i domesticwfh isolation covid lockdown,1,Los Angeles
2020-03-27 23:41:41+00:00,john lynch is getting ready for the draft and wfh share your spirit with igyb,1,Los Angeles
2020-03-27 22:40:15+00:00,jimmyfallon i got my tight pants on i got my tight pants on mercy wfh,1,Los Angeles
2020-03-27 18:45:14+00:00,can kcrw send song ids to radios again listening at home via sonos amp it s handy to to see what s playing via the app rather than having the playlist open wfh music lovekcrw,2,Los Angeles
2020-03-27 18:21:00+00:00,when your coworker tells you about zoomus virtual backgrounds coronalockdown coronavirus wfh zoom,1,Los Angeles
2020-03-27 16:28:26+00:00,the best wfh music for is lewiscapaldi on repeat for hours i guess i already know the results of my endoftheyear spotify wrap up,2,Los Angeles
2020-03-27 06:34:35+00:00,a little wfh sneak peek photo of our theorville vfx team using one of the sweet sweet themed meeting photos we do everyday twittercomarstechnicast,2,Los Angeles
2020-03-27 02:06:58+00:00,tag your favorite trending quarantine hashtag below to remind even more people ill start wfhflattenthecurve shot by suarezdigital roxxy cottoncandysky pinksky pinkclouds pinkunicorn instagramcompboddslshj,1,Los Angeles
2020-03-27 01:35:33+00:00,a daily quarantine haiku hopped on two zoom callsin the same shirt as tuesdayand now more ramen wfh isolation cc azweibel,1,Los Angeles
2020-03-27 01:24:35+00:00,new headshots needed for work wfh architecture design selfiequeen killingit sherman oaks california,1,Los Angeles
2020-03-27 00:19:56+00:00,can barackobama substitute as president for a week please coronavirus covid corona alonetogether wfh stayhome coronaviruscanada,1,Los Angeles
2020-03-26 23:49:53+00:00,trying to explain to my wife that wfh requires me to takeover half the kitchen table and not wear socks reporterlife theshowmustgoon stayhome stayhealthy los angeles california,1,Los Angeles
2020-03-26 23:38:35+00:00,my cube mate indefinitely officespace wfh dog dachshund happy coronavirus,2,Los Angeles
2020-03-26 19:34:57+00:00,furface watching the adage virtual page on dos and donts in the age of by jeaninepoggi and mariakaplowitzwfh socialdistancing stayathome adlife adagency virtualevent instagramcompbnxiixfazj,1,Los Angeles
2020-03-26 16:18:11+00:00,love love loving this bluemicrophones yeti for tracking video from home when my editor says it sounds good that is a in my book tvnewsers wfh,2,Los Angeles
2020-03-26 01:59:56+00:00,few things make me curse more than putting furniture together quarantinelife wfh,0,Los Angeles
2020-03-25 23:52:00+00:00,a work friend who normally sits next to me in our open workspace and i stayed on the phone for today and quietly did our work doing this allowed us to turn to each other talk or make sounds just like we d usually do it was awesome wfh,2,Los Angeles
2020-03-25 23:35:52+00:00,latest wfh video doing my best jessemthomas impression missing proper and a redbull sponsor feat pickybars,1,Los Angeles
2020-03-25 22:19:53+00:00,refreshing to see my people again fanselowlab labmeeting wfh qualityquarantime twittercomnancyjosmith,2,Los Angeles
2020-03-25 19:33:12+00:00,as we work on making new arrangements our daily normal heres a little wfhtip from the boss womxn at theriveterco what are some of your wfhtips or struggles were here to share our wins our struggles and everything in between glowupsonly wfh,1,Los Angeles
2020-03-25 17:10:56+00:00,wfh stayhome createadvertising creategaming whatwedo los angeles california instagramcompbkhvllaclb,1,Los Angeles
2020-03-25 10:22:03+00:00,been workin from home way before covid coronavirus wfh workfromhome workfromanywhere wifi orange agentorange logicpro protools highland park los angeles,1,Los Angeles
2020-03-25 02:37:03+00:00,im so grateful for the energy resilience amp adaptability of the lmucareers team is it possible that zoomus is helping us stay even more connected lmu zoom wfh,2,Los Angeles
2020-03-24 21:11:31+00:00,my corona wfh space is complete and check out the exciting week ahead,2,Los Angeles
2020-03-24 18:13:14+00:00,my coworker says he s only taking direction from nygovcuomo now and that cuomo has banned all leashes says read it on the internet wfh dogsoftwitter dogs,1,Los Angeles
2020-03-24 16:20:23+00:00,ccaas can wfh if your technology doesn t it make it easy it s time to rethink your tech not risk the health of your team what happens if the entire department gets sick how will you operate then ex cx edifycxbusinesscontin twittercomiangjacobssta,0,Los Angeles
2020-03-24 05:04:35+00:00,day of wfh caffeine is your friend until it isn t it s a fine line between tired perfectly functioning line if you find that line let me know i mastered the oversteering today i m grateful for my godfather who s holding out like a champ in milan bacione,2,Los Angeles
2020-03-24 04:34:23+00:00,the work from home grrrrrind dogsoftwitter wfh,1,Los Angeles
2020-03-24 03:24:03+00:00,a daily quarantine haiku today the sun shonei am good at vacuumingmore inside fitness wfh isolation,2,Los Angeles
2020-03-24 02:05:42+00:00,new role i m excited to announce i ve accepted a new role as vice president of technical support at my house responsibilities include troubleshooting wifi connectivity password resets and of course zoom setup zoom aws wfh quarantinelife,2,Los Angeles
2020-03-24 00:57:56+00:00,ricogagliano and i have some excellent advice here for our current workplace disruption my main message is get a dog wfh twittercomsafeforworkst,2,Los Angeles
2020-03-23 23:55:24+00:00,valerotti trismac philanthropygal peggiebennett shaynalmeida beachratdude ginavon i haven t run into that yet either hi from santa monica wfh mydayinla santamonica,1,Los Angeles
2020-03-23 07:42:15+00:00,another week beginswfh saferathome socialdistancing twittercombillythebutche,2,Los Angeles
2020-03-23 00:32:45+00:00,day of wfh weekend edition today i spent hours in a meeting that was supposed to be held over days in person i am happy that we were able to hold a successful amp efficient meeting with at times more than participants but it s also tiring to be on like this,1,Los Angeles
2020-03-22 17:00:11+00:00,inspo for this week s zoom video meetings joyannreid and andersoncooper s home decor wfh,1,Los Angeles
2020-03-22 06:43:31+00:00,day of wfh weekend edition the home office is just so close that i got tempted amp worked that amp excessive cleaning amp some gardening to distract myself on a side note don t microwave a raw egg it explodes long story you don t wanna know,1,Los Angeles
2020-03-22 02:18:42+00:00,until rapid testing and contact tracing are available here doing our best to practice social distancing saferathomewfh lifestyle home family rest workingfromhome staystrong losangeles,2,Los Angeles
2020-03-21 02:22:22+00:00,i wrote a new blog post please read it if you want ilanalifshitzwixsitecomilanalifshitz socialdistancing writer wfh workfromhome blog,1,Los Angeles
2020-03-20 22:25:20+00:00,taping a podcast today wfh for think energy should be out in a week or so making lemonade out of lemons i hope you are too mydayinla uscdornsife usc uscviterbi los angeles california,2,Los Angeles
2020-03-20 22:24:46+00:00,we are well prepared to deal with the sorts of issues that a wfh policy and limited human interaction will bring we will rely on our core values to navigate this storm as a partner with risingrp we promise that our core values will come through during this difficult,1,Los Angeles
2020-03-20 22:24:10+00:00,my official home office setup is now complete what s yours wfh saferathome physicaldistancing,2,Los Angeles
2020-03-20 21:25:18+00:00,that feeling when u realize yr favourtie local sandwich spot sells enough random other shit to qualify it as a grocery store thereby meeting the essential services category amp remaining open during this period of lockdown wfh calockdown lalockdown,2,Los Angeles
2020-03-20 19:27:21+00:00,facetime can be a greattime w bffs family friends business on lockdown hunkerhome wfa wfh wfhlife ilovemylife hollywood hills,2,Los Angeles
2020-03-20 19:24:29+00:00,dr torkian s tips on effective wfh have a daily routine including exercise hygiene consider shaving guys and proper nutrition and down time to keep you going dehlnutritioncom has offered a off,1,Los Angeles
2020-03-20 19:23:09+00:00,first skype news hit ever and yes i am wearing sweatpants wfh,1,Los Angeles
2020-03-20 16:16:48+00:00,my new wfh office because of californialockdown,1,Los Angeles
2020-03-20 12:49:08+00:00,no matter what it is still not the time for bangs that you cut yourself resist wfh,0,Los Angeles
2020-03-20 06:49:16+00:00,after days of workouts being cancelled i got up early this morning for a run to the beach before another wfh dayyes it was so gorgeous before the rains hit later in the morningwith pool workouts cancelled,2,Los Angeles
2020-03-19 23:52:01+00:00,my work from home space what s yoursstayhome wfh,1,Los Angeles
2020-03-19 22:43:01+00:00,the project i was working on is now directly tied to kpscalnews response pretty cool to transition from design work on voting systems in a crucial election to being on the front lines of a viral outbreak coronavirusoutbreak wfh,2,Los Angeles
2020-03-19 22:28:31+00:00,my coworker will not stop licking me what s the new protocol for that dogsoftwitter work workfromhome wfh,1,Los Angeles
2020-03-19 18:56:42+00:00,for me but im jonesing for takeout food only contact w the outside world has been email calls amp video conferencing wfh twittercomtherachelleean,1,Los Angeles
2020-03-19 16:39:36+00:00,staying at home doesn t have to be boring enter the code shutin on its website to access the monthlong trialshudder horrormovies tv coronavirus wfh movies,1,Los Angeles
2020-03-19 06:20:37+00:00,day of wfh found the perfect recipe for not touching your face chop without you won t dare to touch your face that said i did amp now my is on other than that i m grateful for friends today my peeps keep me sane and the hubby hugs help of course,2,Los Angeles
2020-03-19 06:03:27+00:00,wfh already thinking about what i m having for breakfast lunch and dinner tomorrow quarantine,1,Los Angeles
2020-03-19 02:12:09+00:00,we had a byob happy hour via our mobile work app today were all stir crazy as were wfh for at least wks twittercomgarretthaakes,1,Los Angeles
2020-03-18 23:46:09+00:00,soooooo wombathemans picked up dancing while wfh lovewhereyouworkfromhome,2,Los Angeles
2020-03-18 22:29:59+00:00,friday was my first day working from home i m grateful to have a comfortable sofa an extra lamp table for my monitor and of course my feline supervisor arsenicjulep wfh coronavirus,2,Los Angeles
2020-03-18 21:58:58+00:00,feeling stressed and isolated reach out to check on four people every day do it for them and you ll also get some human contactsocialdistancing wfh staypocalypse coronavirus isolation quarantine socialisolation,0,Los Angeles
2020-03-18 20:04:29+00:00,taking our quarantine and wfh time to do some reflecting how can we evolve as a community what are some creative ways we can inspire others sending love amp light to our socialebs fam los angeles,2,Los Angeles
2020-03-18 17:44:24+00:00,my new wfh ritual is a long walk by the beach passing by the pier which is never empty no matter what time it is today it s guarded by police and shut down for the foreseeable future,1,Los Angeles
2020-03-18 17:27:31+00:00,getting the hang of this workfromhome wfh nationalnappingday walangpasok workfromhomechallenge workingfromhome,1,Los Angeles
2020-03-18 17:07:49+00:00,yoga downdog i don t think she s planking improvising wfh workingmom distancelearning stayactive newnormal coronavirus,1,Los Angeles
2020-03-18 16:16:46+00:00,first day of graders grader global interior hospitality designer and me all doing classes or wfh we are stupid cat video away from blowing up router coronaviruschallenge risingrp genslerdesign chandlerschool mayfieldsenior getspectrum,0,Los Angeles
2020-03-18 15:16:51+00:00,should i wear clothes to work today wfh remoteworking,1,Los Angeles
2020-03-18 15:13:40+00:00,daxdraper for wfh homeoffice radio dogsofinstagram los angeles california,1,Los Angeles
2020-03-18 15:12:21+00:00,in hindsight ernestlylauren and i probably would have splurged on that apartment that had laundry office and a gym if we would have known this would be our prison wfh housearrest,1,Los Angeles
2020-03-18 05:40:26+00:00,day first full day of wfh really appreciated the short walk during lunch time to get some fresh air and for hubbyhugs throughout the day being so connected with work through technology is challenging though constant messages amp emails i miss walking tofrom meetings,1,Los Angeles
2020-03-18 01:59:26+00:00,insert quippy wfh caption here did you guys honestly believe that my adhd riddled mind wasnt going to have a field day with this quarantine wfh miracle mile los angeles,1,Los Angeles
2020-03-18 01:34:49+00:00,we did not have time do a new workout too much wfh amp distancelearning rain tomorrow we will do yoga indoors since the weather is not friendly everywhere in the meantime keepmoving stayactive and staythefhome amp healthy coronavirus newnormal,1,Los Angeles
2020-03-18 01:28:07+00:00,bought consumed loved and misplaced the physical book purchased the digital version as a good wfh refresher not requesting a refund from the basecamp team but reminding everyone how awesome they jasonfried and dhh are please donate any proceeds as you like twittercomjasonfriedsta,2,Los Angeles
2020-03-18 00:22:01+00:00,coworkers am i rightwfh washyourdamnhands bestcoworkersever doodlesofinstagram doodledog goofus goldendoodle wapati socialdistancing workstyle reallife getreal backtobasics los angeles,1,Los Angeles
2020-03-17 23:52:36+00:00,god bless comedycentral for this theofficenbc marathon wfh thatswhatshesaid,2,Los Angeles
2020-03-17 22:31:38+00:00,a quick peek into my wfh setup twittercombodegacatsst,1,Los Angeles
2020-03-17 21:19:11+00:00,glasshalffull of wfh is seeing hummingbirds amp monarchbutterflies on my terrace drinking nectar from my lantana nature,1,Los Angeles
2020-03-17 21:09:42+00:00,we searched the web for top tips on maximizing workfromhome efficacies during containment efforts here are our best resources for working at home bwnewsprtoptipsworking workfromhome wfh wfhtips,2,Los Angeles
2020-03-17 21:07:17+00:00,two fav productivity programsapps professional asana personal productive habut tracker what are your tips and tricks to stay on track avtweeps wfh quarantinelife,2,Los Angeles
2020-03-17 19:57:56+00:00,ggetla highlandpark thank you for the tasty coffees just now also my wife enjoyed the treat as she s wfh,2,Los Angeles
2020-03-17 19:49:55+00:00,slay your video conferencing game with leopara s stickanywhere illumination power always better to wfh in your best light anyone already tried out this hack los angeles california,2,Los Angeles
2020-03-17 18:41:47+00:00,biggest horror moment while wfh is the need to restart your remote machine but unsure if you will be able to login back coronavirus wfh remoteaccess,0,Los Angeles
2020-03-17 16:13:26+00:00,my assistant editor is a slackerworkingfromhome wfh comicsediting dccomics kidlit,1,Los Angeles
2020-03-17 15:21:09+00:00,q is for quarantine wfh uncleshelby brotherslezak jefferson park california,1,Los Angeles
2020-03-17 15:18:08+00:00,eating domino s before and making sales calls in my pajamas wfh beastmode grindneverstops ihatemyself,1,Los Angeles
2020-03-17 15:15:21+00:00,i feel bad for all the dogs for when this is all over they will be so confused on why their humans are going back to work wfh,0,Los Angeles
2020-03-17 14:42:31+00:00,your best coronavirus wfh hack or setup i will go first a plexiglass bird feeder on my office window,1,Los Angeles
2020-03-17 05:08:32+00:00,tomorrow is our st patrick s day party in the office i can t wait to make my wife and dog participate wfh stpatricksday,2,Los Angeles
2020-03-17 01:09:23+00:00,working from home for at least the next weeks going from monitors to a laptop wfh,1,Los Angeles
2020-03-16 19:45:56+00:00,i m hours into homeschooling children and i ve it is not for we need to pay teachers more like waaay i am not smarter than a grader literally i can t help my imposing each one teach one approach coronavirus wfh,0,Los Angeles
2020-03-16 16:28:03+00:00,don t forget to social distance from those meter maids put street cleaning days and times in your calendar wfh,1,Los Angeles
2020-03-16 16:11:18+00:00,day of wfh lets see how this goes,1,Los Angeles
2020-03-16 15:41:13+00:00,it s the first day of communal wfh stick to your schedule as much as you can as if you are going in to work shower change do your morning breakfast ritual and use the commute time to listen to your podcast or meditate then sit down at your desk and start your workday,1,Los Angeles
2020-03-16 15:26:46+00:00,if a technologybased company has not figured out wfh by now maybe it is about time seriously i am shocked by the behavior and attitude of some of these companies i know someone who might be able to demo basecamp for you,0,Los Angeles
2020-03-16 03:02:22+00:00,falling into the category of things i never thought i would post on twitter the first in a series of fun wfh schoolclosure exercise workout ideas athome w young kids keepmoving backyard run workout coronavirus,2,Los Angeles
2020-03-15 18:46:56+00:00,the show must go onthe home edit bay is back up and running most editors already know about socialdistancing tv televsion editor post production avid wfh workfromhome los angeles california,1,Los Angeles
2020-03-15 02:06:13+00:00,wfh tip i m gonna share a secret once in a while i need to pee can we maybe schedule minute calls instead of wfh remotework aws,1,Los Angeles
2020-03-14 22:55:16+00:00,conduct a virtual meeting or taketeach an onlineclass from a professional setting in our meetingrooms now available mf due to wfh videoconference coworking blankspaces,1,Los Angeles
2020-03-14 20:58:11+00:00,just a post wfh los angeles california,1,Los Angeles
2020-03-14 19:14:37+00:00,was also written in their wfh policy which said high level exec would not fail to mention every time,1,Los Angeles
2020-03-14 15:07:18+00:00,wilcoxheart merbriscobacik robmentz sophiaairhart circhf nmhheartdoc dtphamcvsurg crucial to take proactive approaches like urs during times like these wfh not common in our field but need to use remote access amp embrace of telehealth for both pt amp provider to weather this stagger is when s suggest team members will be infected at some pt,1,Los Angeles
2020-03-14 10:07:04+00:00,very inspired by the number of folks using liquor cabinets as their wfh desks americaningenuity twittercompatrickgipson,2,Los Angeles
2020-03-14 02:25:25+00:00,tfw you have a good hair day but are wfh,1,Los Angeles
