,text,sentiment
2088,looking for accessories for my livescribe smartpen not many sources here in germany for it,0
2089,twitterberry hates me,0
2090,i paid like my first slightly stoopid show and now they charge a pop makes me sad,0
2091,just tried dming you but it tried to download some strange file so stopped how come no gmail maccym missing you sads,0
2092,im christine and im a friggin shopaholic check out my new coat had to promise someone i wouldnt spend for weeks after buying this,2
2093,have a fantastic opening flower drummers from the all asian cast and crew,2
2094,pase i guess u ain like me den my hair cut short lol,1
2095,im gone miss yall loldon laugh im seriousits bittersweet lookin forward home but cant wait till nx semester,0
2096,road trip ftw am playing with trains today so its all good here,2
2097,aww bless her shes one of my faves,2
2098,big sam houston is not big enough to overcome the challanges of movingcariphone photography,0
2099,you didnt give out followfriday advice like i told you,1
2100,he wont reply,1
2101,we have some kind of bugs in our house and we dont know why or what it is,0
2102,yay three followers good to know more than one person in this big wide world likes fishies,2
2103,big sis moved out its gna b weird without her x,0
2104,i no i wanna move to america,1
2105,is planning for surviving financial status after quitting my job gotta find a new job within months,1
2106,why do you hate me,0
2107,im glad that i called him cause our relationship is clear now just happy to hear his voices eventhough hes absent from school,2
2108,its just a shame what wisdom comes with age but age destroys youth,0
2109,i am sucking with the abbreviation today sorry my sentences look like my eight year old is typing them lol,1
2110,i hope to no promises they all my kids and the dog at the moment a couple of flowers too,2
2111,now or never makes me cry everytime lol,1
2112,at the store lol i dont have any liquour here,1
2113,this is gonna sound really sad depressing but i really really miss my uncle sam,0
2114,aww loves you way too cute,2
2115,any sorry wahh lub u toooo,1
2116,a female robin just flew into my window and i watched her die in my bushes i think i am going to cry now,0
2117,much appreciated yeah it sure is a challenge and a great reward wouldnt trade it for anything,2
2118,i just saw a pony that used to live in front of my house again hes developed cushings disease tho,0
2119,i would like some macaroni and cheese pleaseno,1
2120,sigh off bed try get these crummy hrs of sleep my horrid hour daysmh niterzzz dont let the twitterbugz bite,0
2121,i am sure every office has them men and women with no capacity to realize they should shut the unholy up christ,0
2122,happy mothers day,2
2123,henrie how are youwhat are you doinganswer me plz,1
2124,dont i know it writing an exam essay this weekend myself,1
2125,oh gaha no of course i wasnt offended why would i be id love to play for you some day,2
2126,it happened to me the other day customer asked me to ship to her work address i sent her another one,1
2127,happy mothers day to all the mums,2
2128,you forgot your fans too haha,1
2129,haha i forgotitll probably be on youtubeso ill watch it later,1
2130,yeh still have the weekend but i get weekends anyways today is my full last day of vacation time,1
2131,morning are u back in blighty bill hope u had a lovely time away,2
2132,finally graduation no more school im sick today,0
2133,push was amazing,2
2134,practically my whole body burns i cant bend over or make any sudden movements with my arms,0
2135,im leaving at half but i have to get ready and things,1
2136,its so hard to keep up with everything theres the whole coldplaying twitter facebook and not to talk about real life impossible,0
2137,perfect im trying to self learn photoshop but its not going so well,0
2138,its hollie spelt with an ie not a y she made me cry on bgt tonight gxx,0
2139,videos will be frozen until actual views catch up to the published artificial view count oofm was already frozen when we got to it,1
2140,thanks will check next time im in target its over an hour away,1
2141,lolwellhope you find someone to give you a massage wish i could but im half a world away lol,2
2142,x when my brother is i will have moved,1
2143,b i dont know but they arent worth it only people actually showed up lol,1
2144,i loved him and he was in a mini,2
2145,trying to watch your vids but the audio has been disabled,1
2146,geocachingcom seems to have a huge delay delivering pocket queries,0
2147,you arent following me so i cant send you a dm,1
2148,since you travel quite often and use online travel sites we would love some feedback on ixigocom from you,2
2149,time to wind down and relax a little i can only change the world a little through twitter each evening the rest will be up to others,1
2150,to boldly go where no one has gone before,1
2151,is liking this feeling,2
2152,my first star trek anything was really entertaining now if i can just see harold fly the enterprise to white castle,1
2153,looooooooooooool thanks,2
2154,thats cool well if you need any more help regarding that google is your friend plenty of info on that,2
2155,like double posting on twitter lol not me i dont take anything,1
2156,i can only message those who message me if were fwendsso those that want repliesfollow me hmmthat sounds funny,2
2157,from the champion team in the defunct mba cebu gems,1
2158,morning all something for the weekend and leftover dominos noiiiiice,2
2159,malaria parasites becoming resistant to drugs this is really not good as malaria affects so many people,0
2160,welcome to twitter its really cool that you are here greetings from viennaaustria,2
2161,thanks for the recommendation,2
2162,getting ready for a long weekend of workfriday saturday and sunday,1
2163,goodmorning,2
2164,my pleasure i cant be with my mom on mothers day but i can spread love,2
2165,iphone sdk i are going to become friends today even if it kills me,1
2166,lalaland why am i liking that song so much anyhoo grr i have a cold but thank goodness though the sore throat has gone,2
2167,heading to bed i think ill read for a bit propped up on fluffy pillows,1
2168,eating my titos home made ice cream yum,2
2169,i cant keep it,0
2170,bored out of my mind,0
2171,is at cindy babys housetaking in these last fridays we have together dr i hope,2
2172,emily i wish i was there to hear that,1
2173,ok i got my nails done to day an the are sweet,2
2174,thinking i cant handle my life like this anymore almost seems as if suicides the answer unfortunately,0
2175,oh hes hilarious im just commenting on the fact that hes there so much,2
2176,yeah my brain does rock i am happy to share my knowledge with you carrie,2
2177,im awake while others sleep,1
2178,its not my best writing well i dont think lol but its some id read it all if i were you its pretty good after all lol,1
2179,im trying to move and get up but it just hurts to much,0
2180,bushidokan class got canceled ill just have to sign up for karate someplace else,0
2181,was doing a hard copy doc reviewwhile writing comments realized ve forgotten writing ie on papercan hardly recognize or read it back,0
2182,igirl thats why you are twitterbff,1
2183,shantz heyy shantell twitter is cool thats why and guess what i followed britney spears and she followed me back,2
2184,time to get purrtty wink,2
2185,the little weeping nervous girl was put through along with a yr old quite good dancing boy greg the lovely singer came,1
2186,thanks to all the people who added me on skype if you want to add me my name is same as my twitter name and my yt name and blogtv etc,2
2187,indian hehe very true but youve got the color advantage which the complete americans havent,1
2188,hollie steel bless her but go dreambears hahahahaha,2
2189,truck has bit the dust dont know if ill make the mustangs game tomorrow,0
2190,bought my dress yesterday only more days til chris is home so excited gavin has his first tooth,2
2191,morning all sun is shining birds are singing time for a cuppa t in the garden while reading tweets,1
2192,have to leave to meet now im looking forward to seeing him but im so not done what i wanted to boourns wish i was work,0
2193,excited about having an empty apartment to ourselves for a little while,1
2194,i had my hair cut today and my boyfriend didnt notice,1
2195,i am the queen of losing things important things like keycards and bus passes,1
2196,omg amazing twist this is a crazy awesome movie,2
2197,sad i dont know what to do with my life everything i have done since the age of has been towards healthcare and nursing,0
2198,laurie your dad is a superman for pulling through take it easy,2
2199,listening to music texting umm msn lol bit bored lol garth brooks wooo i love him hehe,2
2200,imintheroom imwatchingthehannahmoviewithmomshesaidthisfilmverygreat,2
2201,the movie was awesome i wish i could reload my pistols like agent did but i do not want to be him i think i will be gambit,2
2202,actually i really do mostly when i forget to take off my makeup before bed,1
2203,i cant believe it,1
2204,i am so stressed and sad about pugsly missing i hope hes okay i am stuck at otrip and cant look for him someone post his pic on fb me,0
2205,i just dyededed my hair,1
2206,today is my first real mothers day with my son actually here he wasnt born yet last year cant wait to hug him when i get home,2
2207,missing how it used to be,0
2208,about to embark on a large tour of bars for a project hopefully i wont die from alcohol poisoning,2
2209,wow party my new life it is awesome no more girlfriends they just create tons of drama babes at a party is the way to go just w,1
2210,indeed,1
2211,one of them is,1
2212,cant seem to find the new mountain dew throwback in packsonly in liter bottles,1
2213,this is a status update to twitter from ice timestamp sun may cest,1
2214,hubby needs a vacation thank god were leaving for myrtle beach in a week,2
2215,i just love when all my little brothers friends come over,2
2216,nope het is lostfound he,0
2217,cuz ima always late haha dammit she got me good,1
2218,haha best thing about office birthdays hey,2
2219,so i guess if the couple sees its ceremony as valid it is valid the community be damned,0
2220,nope but the looks super sweet,2
2221,thats kinda cute to be honest,2
2222,are you call that winning,1
2223,youre so far,1
2224,hope your day gets better soon,2
2225,showed my fluids decreasing slightly so doesnt look like shes letting me out of this bed anytime soon i have a follow up us next week,0
2226,mmm btw i was just talking to you you were gone,1
2227,i dont think im going camping,0
2228,your sister would hahah thats so funny i thought you liked them,2
2229,chillin with my family we are getting tacos from ochoas they have the best food in all washington county,2
2230,so why the hell are we going to school for hours next monday and tuesdaydumb snow days and thier lame rulesmy mom making me go,0
2231,dreams give rise to reality when they said i wouldnt walk my dream was to fly dream believe achieve,2
2232,thanks a lot youre very kind i just got back from a nice drive in the such a fun car to drive have a nice day,2
2233,cool thanks for the response ill check out that firefox,2
2234,happy mothers day to all moms out there,2
2235,thanks for the link love yesterday by the way,2
2236,and what a scary reflection it was thought you were going to wizz your pants,0
2237,heading to the hospital to sort out my back not looking forward to this,1
2238,im in traffic on the and i still dont see the sun,1
2239,we actually have milestones due for high profile projects in the next weeks they are all scheduled when i am on vacation,1
2240,mum is driving me and the eric out to jt for the night,1
2241,ill go for wanda sykes,1
2242,the disney store is not treating me to well with hours i realy want to go on i willdo anythig to go to the show,2
2243,almost fell asleep under the hair dryer so tired feel like im going to puke,0
2244,aww sad now stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh,0
2245,my friday made me miss high school,0
2246,no one loves me brittany forgot my flowers,0
2247,ci ewww poor you wish you all the best thank god there is rolland garros this month isnt p,1
2248,on the way to home,1
2249,out shopping,1
2250,sick daddy send prayer his way,0
2251,june gloom is upon us,1
2252,happy birthday and cheers to pao,2
2253,calling debby ryan,1
2254,congrats youre the first person ive heardread say that today,2
2255,dang i want to be on the beach late at night thats the best the sound of waves and the breezehope you are well,2
2256,april showers bring may flowers yea,1
2257,it was an adventure to say the least ive been to nicer parts of norf london but will stick with the south for today,1
2258,buying my first mac,1
2259,im still full from the buffet at palms my stomach actually hurts ugh gluttony bites,0
2260,damm it i didnt get a pic of niamh with her glasses on,1
2261,yep gotta go man ill ttyl eventually sometime in the future hopefully soon,2
2262,aw the grillz in my background look like plaque,1
2263,come on guys tell me how much your theater charges i want to know if mine is fair andor average me and hubby are having a discussion,1
2264,crazy fun you make that man be nice sri lanka is a spiritual place yes,2
2265,haha i really dont but im going to this workshop at school next week are you going plus my car is broken right now,1
2266,why must the weather b so nice and then so bad all in minute,2
2267,no i was thinking just before how much i miss my tdub,0
2268,the gray hat python book reminded me how many security tools are python version specific which is a pain if you need to use all of them,0
2269,soz no ideas that is a reason i didnt take geography cz i would fall asleep as well lmao,1
2270,mmmmmm i love curry dont have an oregan though,2
2271,will be mia until june finals,1
2272,tgif but i have so much work to do this weekend,1
2273,i know how you feel my head is getting stuffier and stuffier and it is not fun,0
2274,awww ive lost a follower i fail,0
2275,reception food at long beach graduation no champagne,1
2276,back in sj star trek tonight at at cinelux on almaden,1
2277,likewise but i dont know anyone who uses gtalk and the likes so im not holding much hope,0
2278,little girls and their shallowness annoy me on the good side i didnt straighten my hair at all today and it looks some what decent,1
2279,i can hear it now,1
2280,ok bye alex have fun today,2
2281,its sooooooooo not funny when i have to move from computer to computer to render and draw come on revit autocad was never this bad,0
2282,studying with and colette,1
2283,i dont dig emo or that but i like this song sorry emos,2
2284,its cause you give me a reason to assume,1
2285,tonight was hilariouss i loveeee everyone that was theree,2
2286,weheyyyy we give thanks for midi keyboards,2
2287,pulled up walmart aunt got out went in i fell asleep hours later were r you lol,1
2288,how does it look like a ninja tutle xo lol,1
2289,where u at,1
2290,so tired only need to be here another minutes,0
2291,in a period of exams days are for study and nights for study and sleep no funny time,0
2292,dont leave us,1
2293,cant did i forget to say that hahaha i wouldnt be able to get home,1
2294,good day all lets see what we can get accomplished today together,2
2295,sleepy time and my room is finally clean,2
2296,i am back from my weekend getaway energized for another week bring it on lol,2
2297,wow i love it thanks,2
2298,going to work could use some happy pills,2
2299,soim guessing no bgn,1
2300,my year old grandma in chicago is having emergency surgery today,1
2301,covering my portfolio to send to my dream job in ny send good vibes,2
2302,i am definitely ready actually ahead of you i already have a sun tan and i was out at the beach yesterday,0
2303,back home had a great time,2
2304,and make your own pledge while youre at it,1
2305,nt online mayb next week if u havent voted pls do,1
2306,because i just lost my first field notes notebook pages before filling it up rip fieldnotes,0
2307,californias budget deficit now at billion means big problems and lots of cuts including of our state parks,0
2308,aw poor youironing eek lol its raining here tooprob try and get out with the kids laternt too exciting im afraid,0
2309,we have a quiz again feliza is bugging us again its getting very annoying,0
2310,aww twiter i miss you today ill post a little more i mea after the movie theaterahah soo coold here,0
2311,pink bubble baths and champs,1
2312,i was kiddin with you shy is not a word id use to describe me,1
2313,if i loved this any more id streak thru the hood damnit im pumped,1
2314,crumbles all the best for art attack thanks follow,2
2315,giving myself a manicure pedicure ahhh how ive missed you nice pretty nails,2
2316,rachel alexandra not in belmont but appearing in vogue best looking model theyve had in years,2
2317,my dog is sick i love that little doggie hes usually so keen and happy but he doesnt even want to go for a run in the forest today,1
2318,years here left dell okc for the last time and being the geeky girl i am i waited to cry until i got in my car love you all,2
2319,flordia and where do u send in the pictures of the shrits saw ur update on facebook,1
2320,great show,2
2321,morning everyone,1
2322,my plans for the weekend include working on a paper and driving my guy the airport wont see him for wks,1
2323,nooooo serena and darrian dont remember each other and ive been waiting all day to see them confess their love,1
2324,i spent an hour this morning going through yearbooks to see when each senior started to harleton my speech will be so boring,0
2325,happy mothers day everyone,2
2326,good morning guys dont forget today is mothers day mommy i love you youï ½re the best,2
2327,sunburned from venice and watching fred claussuch excitement,2
2328,no actually it gets rid of the bacteria and they thaw out nicely,1
2329,thanks none close to me,2
2330,waaaa i ran my machine problem yeah,1
2331,its called a telephone i know its new technology but its the way forward,1
2332,i hope you knew its due tuesday,2
2333,i hear you sister same here,1
2334,less than hours till the show oh and lee broke his guitar at practice,1
2335,thank you i hope you have a great rest of your day have you had your afternoon coffee yet,2
2336,cont small children are not puppies and cleche sarcasm is so annoying bcreative but then again thats too harrd,0
2337,they are people too,1
2338,sold out in stores i dont think so,1
2339,classes n bout to make sum breakfast,1
2340,dazzles well tonight would be a good time to watch,2
2341,bummer that is a bad experience,0
2342,back from hospital doc says ill live,2
2343,ive spent a lazy day today finding some interesting people to follow its reinforced the saying it takes all sorts of people,1
2344,i wanna be drinking at the pub,1
2345,i was thinking that too this morning dont worry it soon passes,2
2346,surgery when i wake up,1
2347,im entering your contest,1
2348,feeling sick and wondering if i should get out of bed to go throw up or just go to sleep,0
2349,ugh im so sleepy i think im still kinda sick,0
2350,dancing around and cleaning the house loving my sunday so far,2
2351,bailon talk with your hips,1
2352,will terminator be on next weeks trs by chance and i dont mean tuesdays release but the next,1
2353,sadly no sitting inside as mobile signal wont work in the garden ill be opening the wine at bang on though,0
2354,yeah,1
2355,what,1
2356,or a wonderful talking alarm call from iphone or bed side alarm call i can just imagine the wake up messages lol,1
2357,lol yeah haha yeah things are okay pretty much the same slowly sorting out everything lol exams are coming d haha,1
2358,listening to some music,1
2359,i need a hug i dnt feel so good,2
2360,we did it last year right around the time the black parade is dead came out awesome times man,2
2361,my chick wont shut up will only stop chirping if i sit with the bloody thing,0
2362,rest in peace marshall,0
2363,i just got smashed in the face by a grader thowing a football twice now i bleed,1
2364,im at work,1
2365,ended up riding down brick lane the was dead apart from scameras every minutesï ½ took an hour to get in,1
2366,overwhelming lead for strawberry lemonade my husband voted for banana fosters tho,2
2367,i need to get away i wish i had money to go travel for a bit i miss my east coast friends,0
2368,diva i know i knowlol that is the one song that stops me in my tracks on a dancefloor i just cantlol,1
2369,sitting at homeneed to be pricing the garage sale itemsbut i have no help so its boring by myself,0
2370,home not well hate not workin,0
2371,cleaning and packing moving house is its going to be a long weekend,0
2372,just five more days five more long days ahh,2
2373,the book bloggers panel is not listed anywhere in the program be there tomorrow at in room,1
2374,entering twitter lurk mode time to lock the keyboard just poured me a whiskey,1
2375,ahhh you follow the dark side too night,1
2376,oops cys place is too near trouble for me,0
2377,worked out for about an hour nothing to hardcore sitting in starbucks waiting to start work,1
2378,yeah thanks ill be back in soon to see what ya got,2
2379,reid lol it was the dissing of the wereoctopus that did you in however he redeems himself by rescuing you from a werespider,1
2380,haha nice have fun doll hopefully ill see ya soon i miss ur face,2
2381,roasting to most probably death,0
2382,trying to wake up but is finding it very hard,0
2383,jz local movie here the titles virgin p actually i feel not so good so tired n dizzy,0
2384,i love stereosound hq headphones,2
2385,renee b fa real me n shay been on the toilet all night shlda knwn sumthin ws up whn they didnt crd us our scorpian bwl,1
2386,im missing one of my diamond earrings this makes me sad,0
2387,it looks like the office tv does get mlb network and it looks like mlbn will not be televising the detbal game today wieters,1
2388,megan same like the kisses on nights when she wasnt up for eviction they were very badly edited,0
2389,i did that but my ins wouldnt pay for the therapy so now i dk what to do,0
2390,hehe yeah but too late hun,1
2391,star wars day may the be with you,2
2392,when i say we close at it does not mean come in at ffs people also rip polly,0
2393,refugee me gets your video will start in seconds exiting to watch for minutes flash linux fail,1
2394,happy mothers day same day more chocolate,2
2395,i know i wish she would i just wanna cuddle and sleeep in ga and go to the world of coke,2
2396,yo u cant love twin and not the other lol,2
2397,you better believe it and i wouldnt miss it for the world,2
2398,i luv urs admitting niley with a kiss but then they change their minds haha demisterling not jemi but still cute,2
2399,no evidence no conviction absolutely hilarious makes my day every time,2
2400,so im kinda pissed that boys like girls is gonna be at kentucky kingdom on a date i already have a show,0
2401,im surrounded by negativity good thing there is a fly guy to give me hope that there is something better thank u jesus,1
2402,i cant i cant i cant im sad im from venezuela,0
2403,x i was listening to that earlier and the other day i was planning something with my friends and i said that they were,1
2404,im completely exhausted thanks to yesterday can i go home yet,0
2405,thanks for trying i was hoping bud trillin but the fest would be honored by any of the guests with whom you hobnobbed,2
2406,boo for being at work during beatwittyparty but at least youre still here,1
2407,i told you id be back just wont be updating as much before my exams looking forward to a day or two in your house,1
2408,itsurely will dear in posted a presentation on swine flu yest and it got downloads in just a dayi feels great,2
2409,i wish i was at disneyland or watching star trek like other people are doing i swear i must be the only sap who works on fridays,1
2410,how r u feeling and when r u guys coming back to canad come to vancouver,1
2411,thinks something and okay goodluck ako,2
2412,earthlink says our modem is dead they want me to buy a new one or sign up for a one year contract argh,0
2413,sitting outside in the cold by the ocean with a glass of wine,2
2414,my pleasure i really enjoy your random word poetry and am disappointed when i miss out on participating,1
2415,ah allergies you must be sleeping walking at work,1
2416,my brother left me for the day now i am here by myself,1
2417,how is everyone on this fine monday what is everyones opinion of the new wolverine movie,1
2418,supposed to be great weather today just my luck im stuck in work both days,1
2419,luciano jailbreak went great just not a tremendous amount of apps ready for though no winterboard yet,2
2420,i am the empitome of epic fail just you know more epic than fail,0
2421,thats a great idea,2
2422,nailing some webconcepting in the zone i should be awarded,2
2423,mins from bej to semanggi traffic on friday siggghh,1
2424,what happened i missed hours of updates,1
2425,yeah although probably not on bgt bugger,1
2426,here come the hawks the mighty blackhawks,1
2427,tgif i dont like hour workdays i need to stand up run around a while too much sitting plus i have honest ade tea yay,0
2428,getting back online now just shifting locations,1
2429,thanks for the warm welcome we didnt make plans because our arrival time was so up in the air,2
2430,thanks sadly the streamline top ii is sold out streamline trunk ii is available in my size but that only gets me halfway,1
2431,found out i have to go to the us again in august getting tired of transatlantic flights not good for my carbon footprint either,0
2432,thats exactly how i feel i hope you start feeling better soon,2
2433,and now i smell pancakesor maybe toast or something delicious but no one is at my place cooking,1
2434,im worried because something bad happened today and i dont know whats gonna happen next,0
2435,i wana be there num fan sharsies,1
2436,i hate this weather when u have lived here ure whole life u get used to itmay is always rainy,0
2437,im sure would know of more,1
2438,ohmy foots hurting now about minutes after i took it out though,0
2439,i quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football,2
2440,i looooove me some star trek runs in the family,2
2441,can today go any slower time is just dragging by,0
2442,awww that sucks maybe its on youtube somewhere,0
2443,that is so lovely,2
2444,elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines twitta,1
2445,i know it wasnt going to be there but i check eztv for the office torrent,1
2446,darn i had one and it slipped right through my fingers,1
2447,rats the creative vados are out of stock at walmartcom im too late,0
2448,wants to wish all the moms a happy mothers day hope youre all treated like queens,2
2449,you suck majorly im swampedso why am i on twitteri dont knowbut still a golf tournament,0
2450,have an extra justin rutledge ticket for the mod club tonight,1
2451,for the whole time,1
2452,gonna run to the gym to get my workout in before my really fkin big pile of mulch arrives at around or im excited about my mulch,2
2453,partied long and hardgoodnight twitter see ya in the mornin,2
2454,just read mcdonalds is actually running more ads than before the economic slowdown great im lovin it,2
2455,aaaa i cant go to his pagee it really exist,1
2456,absolutely nothin,1
2457,morning all finally got to stream media from pc to via wireless router much easier than using a usb dongle ah techy simplicity,2
2458,good luck i have still to get wireless working post,2
2459,very much disappointed with the angels and demons movie shame it was a great book,1
2460,i shall drink lots,1
2461,tgif resto here at home is dayuummm expensive,0
2462,so no yarn arriving until monday and i dont even know whats in this shipment i have nothing to dye now what,0
2463,im kicking it though feeling a little sick alternating talking to friends gaming watching the playoffs and writing an application,0
2464,i want to hit that,1
2465,woke up from napping finally got the sleep i needed,2
2466,lmao when i was camping the water in the shower was well water and just smelt nasty,0
2467,lol yea the fondue is on point but that chocolate lava cake is what you really wantbut i wont be here im monfri babes,1
2468,sounds like you all had a great night im glad it was successful,2
2469,dont worry you spelt no correctly it just looks wrong,1
2470,missed you by min haha went to sleep at past but had a major anxiety attack around again ugh boo,0
2471,today is a busy day exhausting,0
2472,wow i just had a two hour conversation with someone on omegle it was amazing,2
2473,sorry paul scheuring but prison break series finale sucked in so many levels,0
2474,really good but its definitely not a so many people getting burned alive,2
2475,sky diving was aaaaaawwwesome kinda bored now though,1
2476,handz well you know those kind of guys are just idiots,0
2477,okay cool hope you had better dreams than you had last week,2
2478,feel like and will continue to for as long as it takes,0
2479,omg so exctied,2
2480,six feet under theme is on jjj,1
2481,what is everyone saying about the supposed pics of matt striker hope he doesnt get in trouble,2
2482,cutting hair allll day wish i was outside,0
2483,chilling at the casa,1
2484,going to woodland hills gna swim and drink makin the best of a good day yee,2
2485,u witch im upstate in a hick dry county so no alcohol or ethnic food im crying,0
2486,enjoyed xmen w now its time to rest up for this drive homehappy mothers day twitmoms,2
2487,you said you effed up your nose,0
2488,phil i miss you gracin ya with your presence i havent been on much whats new,0
2489,thankies btw what part of scotland do you live in i never got to visit the uk at all when i lived in europe,1
2490,happy mothers day,1
2491,yes rays beat the red sox,1
2492,had an amazingly unproductive day but i loved it time to go catch up on sleep,2
2493,im so upset u were at us weekly my uncle works there but he apparently didnt know how big of a fan i am,1
2494,thats charmingly funny,2
2495,i think they play michael buble in heaven hes that great,2
2496,old enough to know better young enough to not care,1
2497,ish okay my loveee,2
2498,its so sunny outside and i have no one to go out and play with,1
2499,yeah sorry i was busy last night ill try and go next week,0
2500,rocks just spurted fanta out of my mouth laughing at that,1
2501,your gonna miss this your gonna want this back your gonna wish these days hadnt gone by so fast so true i already miss this year,0
2502,greeeeeeeeeeeat this summer i have four classesif you know meu know why,2
2503,uff ble litt trist av ï ½ lese den siste tweetsen din the challenge prooved too be tough,0
2504,cant wait for it i love your scripts honestly you should have a future career as a script writer stock twits,2
2505,well done guys i am gonna miss the tweets,1
2506,i wish i was at the beach already,2
2507,the article on language groups in spaceports looks really cool but i cant open the site from that link,1
2508,ohhhhh how i miss the brunch,0
2509,made a new youtube background in photoshop thanks to,2
2510,we can compare horror stories mate lol,1
2511,morning everybody,1
2512,early mondaygreat rainy mondaynot so great,0
2513,heyyhooheyhey,1
2514,im going to bed its weird the time in a long time he didnt call and say goodnight ima lil curious,1
2515,wtf come i need this day to go by,0
2516,wish u was in the d,2
2517,funny u havent showed me any love yet at all,1
2518,dont know what the heck to do with the space of time between now and bgt bored,0
2519,big brother quiz what im too busy rocking out on guitar hero i didnt notice any such thing,1
2520,just found out one of my ankles is swolleneeks now it hurts,0
2521,i miss my friends so much,0
2522,their coming tomorrow morning and its sort of an impossible task i just need to clear some space thanks though,1
2523,eating,1
2524,good morning good old germany i wanna say hello to new york im not in love not really,1
2525,sorry my bad,0
2526,shut up you know what oll just like zack again then,1
2527,the definition of true beauty,2
2528,someone i work with today told me that if i took a real age test it would tell me im,1
2529,watching aliens with my boobie at craig rise house early bedtime for the grown ups,1
2530,i wish i could really do that i love having u around ill see what i can do try to use that national champ pull lol,2
2531,welcome to two months ago banjo tooie is about to be released,1
2532,buns awesome thank you,2
2533,its the facial hair they both need to shave,1
2534,we watched that one day in the middle of playing it really doesnt hold up,0
2535,recorded some of a new song today u wont hear it for a long time thooo we might play it at shows tho so comeeeeee,1
2536,its the best day ever its my birthday,2
2537,getting bored sitting at the hotel room the entire day,0
2538,i can relate to the frustrationi ruined my wp blog many times during updatesthey warn you a few timesback the up,0
2539,hey guys this is group for people who belong to pune institute of compute technology college pune via,1
2540,aw you level up haha but just try to manage your money,1
2541,eatin nachos watchin the game all i gotta say is lebron is a beast do anybody feel me,1
2542,ooh ive got that dvd never got around to watching it is it any good,1
2543,actually im supposed to do that w my dad cousin my cousin is in trouble though so we never get together,0
2544,and its over now watch on now hmmm,0
2545,im praying for you sorry to hear about your bro man,0
2546,i hate sitting at the doctors office they told me she is running an hour behind awesome,1
2547,darn all of you i wish i could watch bgt now but if i did i wouldnt be able to fast forward through the ads dinners very soon,1
2548,last night went really well got some cracking shots,2
2549,sorry to disappoint not a big nascar fan but im still an allaround decent redneck other than that,0
2550,finished new moon woo now i want the next one,2
2551,blues for me please,1
2552,hi frenchie ill do thatlater p,1
2553,quitsmokingdiary weeks tomorrow since giving up yaaaaaayy i dont want to talk about it,2
2554,watching the krystle vs alexis catfights on youtube i miss dynasty,0
2555,i did do that one twitter while driving although the iphone keypad sucks for driving and typing,0
2556,you lucky girl tell me all about it kay,2
2557,im depressed i want to know you and kiss you all,0
2558,loves finding new followers,2
2559,so tired of driving i really could use a chauffeur,0
2560,chocolate milk and subway mmm,1
2561,bit devastated that i lost my entire documents folder on my home computer,0
2562,and now the crazy is all gone,0
2563,to atl in the morning then back to clemson,1
2564,just got in a nasty argument with someone i normally like very much she doesnt forgive well either,1
2565,happy mothers day to all the moms out there i hope i never join that crowd,2
2566,hope you feel better if your alone we can talk until your ready to go to bedim alone too,2
2567,what up world im just chillin bout to go get this money but in this economy no money is easy money anymore,1
2568,haha i know it was super easy too i sat at the toy counter and gave kids what little toy they wanted with theyre tickets,1
2569,sorry but i dont see a twitter user named,1
2570,after years of trying my cat today figured out how to open the underthesink cupboard time for a target run to buy safety locks,1
2571,went to get dog from vets theyve stitched her ear charged us for it but she still bleeds like a waterfall everytime she moves d why,0
2572,i dont know how to quit youbrokeback mountain,0
2573,i wish i was in jonathon ross audience right now,1
2574,killboy that would be really greatexcept im not allowed to talk to boys on the phone long storymy fault,1
2575,milano good morning alyssa hope u have a great wonderful day today im happy cuz today is my last day of classes yay,2
2576,twitters being lame and wont post my twitpic of gucci and i,0
2577,you cant make it down to nyc at all when im there huh,0
2578,is watching the cat in the hat,1
2579,haha drunk golf sounds awesome i predict a great score for today,2
2580,i slept entirely too long on my nap but not long enough at the same time,1
2581,im proud of you solange,2
2582,awesome,2
2583,you should,1
2584,ugh it sounds like a busted cable box then what time zone are you in,0
2585,spent some time exploring atlas and hercules craters refinding things in uma oph ser caput saturn w a fogged eyepiece home by,1
2586,is also having a lonely night wishing she could go to auduns so that she doesnt have that bad dream again,1
2587,its going to be a good week,2
2588,i dont like my dress,0
2589,made a seamless connection to toro toro quebec two,1
2590,i love this song lol youre amazing steph xoxo,2
2591,dont worry theyll get bored of it just hang in there and dont give in,0
2592,who thinks i should start doing iphone app development business reply to win an easywriter pro code,1
2593,meeting and friend tonight going to discuss human trafficking issues daly is chaplaintherapist and an interesting guy,2
2594,i just spent hours looking for a blog topic and ended up inventing my own grrrr,0
2595,my dads telling me to travel alone from now on not that i have a problem with that ive done it before and its boring,0
2596,i wish i can see that they have cnn here again with no volume,2
2597,wishes her love was coming home,2
2598,for the most part not enough space on one drive to properly defrag nowhere else to put stuff but yeah reassembled,1
2599,conserve water take showers together,1
2600,cower failure when you mean to comply but stand up for yourself instead,0
2601,wonders if im d only dat n church sumtime nt knowng certain sungs seems like erbdy knows it but u quickly feel bad cnt sing along,0
2602,good luck tonight on the big finale show,2
2603,its a sad day found the first scratch on my car,0
2604,brought some new glass for my camera,1
2605,eyes i wish i knew the curse of tumblr,2
